A_1,-6.0136339264310585,-3.2388113705499304,-2.3048770514945978
A_2,-985.2737825064696,-530.6468549509,-466.1762983426081
A_3,117.12492389801973,119.66920492823508,121.1048326577241
A_4,-0.8086431611263104,-0.556850749828407,-0.3782031974030701
A_5,-1.005736413597739,-1.001430394227247,-1.0009658836581254
A_6,-177.81698183075753,-86.25250586840852,-71.58723853246221
A_7,0.01096917446569651,0.016000120529552103,0.023846408815093343
A_8,3978.3654668975646,4587.936690413384,4560.508312957444
A_9,-140.67744087519083,-83.16598725837231,-64.85857625586826
A_10,-13.320109655523542,-9.11813629765325,-6.499135923819037
A_11,-21.64781218838018,-12.110948667129444,-7.946942884435078
A_12,10.70758966531832,12.209334042614376,13.470274570552514
nlo_1,-0.9939536623561663,-0.691410250200914,-0.48947771039352284
nlo_2,-1.4458551688476122,-1.053565465476498,-0.8147113015788334
nlo_4,-1.2912080731103264,-0.9258869797806961,-0.6501862191689439
nlo_8,-1.3082308853683566,-0.8873519835430305,-0.599266381481671
nlo_16,-2.0279420699135993,-1.4131478872357783,-0.9943312397358807
nlo_32,-5.444151535402119,-3.9085799264596406,-2.447073940174036
nlo_64,-7.84038762434884,-5.1437278251478284,-3.8243197219981213
