[[-1140.62,-1135.76,-1130.456,-1137.148,-1135.776,-1139.716,-1140.336,-1138.824,-1139.444,-1141.276,-1138.712,-1135.208,-1136.512,-1138.056,-1133.016,-1138.212,-1132.976,-1139.372,-1136.504,-1134.208],instances/qap/dre42.dat.dat,experiments/transfer_qap/top_controllers/dre42_gen_0011,qap,500]
[[-1921.824,-1923.832,-1924.236,-1920.292,-1917.032,-1920.648,-1921.9,-1915.192,-1913.28,-1914.228,-1916.38,-1917.064,-1917.984,-1914.78,-1912.124,-1910.396,-1920.94,-1919.484,-1917.76,-1920.612],instances/qap/dre56.dat.dat,experiments/transfer_qap/top_controllers/dre42_gen_0011,qap,500]
[[-2713.764,-2714.924,-2704.42,-2715.684,-2715.404,-2710.272,-2716.332,-2716.804,-2713.656,-2712.16,-2707.564,-2714.648,-2714.032,-2711.712,-2712.74,-2709.768,-2710.532,-2708.44,-2711.712,-2719.588],instances/qap/dre72.dat.dat,experiments/transfer_qap/top_controllers/dre42_gen_0011,qap,500]
[[-62621.528,-62612.944,-62600.642,-62605.25,-62605.35,-62621.008,-62607.002,-62618.318,-62607.194,-62622.918,-62616.746,-62609.124,-62606.666,-62610.212,-62611.656,-62605.13,-62613.54,-62595.682,-62615.742,-62604.346],instances/qap/lipa50a.dat.dat,experiments/transfer_qap/top_controllers/dre42_gen_0011,qap,500]
[[-1257841.126,-1257341.878,-1256658.414,-1253832.848,-1255972.422,-1262285.7,-1251798,-1262032.996,-1249453.852,-1267305.904,-1264989.07,-1255813.602,-1251552.534,-1250120.562,-1254211.592,-1262234.67,-1251491.674,-1250673.052,-1250606.884,-1250501.34],instances/qap/lipa50b.dat.dat,experiments/transfer_qap/top_controllers/dre42_gen_0011,qap,500]
[[-108094.526,-108094.458,-108087.916,-108088.84,-108098.134,-108094.458,-108092.866,-108094.91,-108089.266,-108090.094,-108093.272,-108098.314,-108091.462,-108096.124,-108097.73,-108098.734,-108093.376,-108090.71,-108091.97,-108092.834],instances/qap/lipa60a.dat.dat,experiments/transfer_qap/top_controllers/dre42_gen_0011,qap,500]
[[-2816359.538,-2838230.188,-2836072.016,-2838946.224,-2822148.98,-2831993.178,-2821450.996,-2817826.922,-2838239.064,-2830405.746,-2830741.392,-2829496.312,-2845123.616,-2847043.41,-2818133.64,-2825050.49,-2835836.006,-2832077.244,-2831542.568,-2846379.492],instances/qap/lipa60b.dat.dat,experiments/transfer_qap/top_controllers/dre42_gen_0011,qap,500]
[[-170988.378,-170989.22,-170988.572,-170994.7,-170995.466,-170998.67,-170991.738,-170987.442,-170990.918,-170993.054,-170994.63,-170995.904,-170990.094,-170991.804,-170994.472,-170990.914,-170995.646,-170990.566,-170985.738,-170990.116],instances/qap/lipa70a.dat.dat,experiments/transfer_qap/top_controllers/dre42_gen_0011,qap,500]
[[-5326355.858,-5297986.802,-5292836.99,-5311164.524,-5297597.744,-5297303.196,-5317382.308,-5286344.172,-5265916.048,-5289385.774,-5289372.854,-5289629.278,-5300726.81,-5283422.318,-5292314.848,-5288946.382,-5299936.682,-5272306.186,-5303971.494,-5305149.71],instances/qap/lipa70b.dat.dat,experiments/transfer_qap/top_controllers/dre42_gen_0011,qap,500]
[[-3186741.856,-3186763.164,-3187159.896,-3187136.864,-3187677.6,-3187056.868,-3187776.652,-3186388.284,-3187163.012,-3186659.352,-3185518.744,-3186796.592,-3186374.568,-3187210.912,-3186757.2,-3186838.144,-3187330.12,-3187218.956,-3187257.32,-3187401.932],instances/qap/tai40a.dat.dat,experiments/transfer_qap/top_controllers/dre42_gen_0011,qap,500]
