max_solver_fe_controller,max_solver_fe_problem,popsize_problem,problem_index,score
400.0,1200.0,8.0,src/experiments/permus/instances/transfer_qap_cut_instances/B7_cut40_tai100b_1.qap,-105940392.545
400.0,1200.0,8.0,src/experiments/permus/instances/transfer_qap_cut_instances/C6_cut40_sko81_1.qap,-15580.61
400.0,1200.0,8.0,src/experiments/permus/instances/transfer_qap_cut_instances/A1_cut40_tai40a.qap,-3367156.04
400.0,1200.0,8.0,src/experiments/permus/instances/transfer_qap_cut_instances/A3_cut40_tai60a.qap,-3360747.05
400.0,1200.0,8.0,src/experiments/permus/instances/transfer_qap_cut_instances/B2_cut40_tai50b.qap,-302704787.155
400.0,1200.0,8.0,src/experiments/permus/instances/transfer_qap_cut_instances/B3_cut40_tai60b.qap,-242700015.935
400.0,1200.0,8.0,src/experiments/permus/instances/transfer_qap_cut_instances/B1_cut40_tai40b.qap,-742610347.47
400.0,1200.0,8.0,src/experiments/permus/instances/transfer_qap_cut_instances/C2_cut40_sko49.qap,-15000.27
400.0,1200.0,8.0,src/experiments/permus/instances/transfer_qap_cut_instances/A2_cut40_tai50a.qap,-3284676.4
400.0,1200.0,8.0,src/experiments/permus/instances/transfer_qap_cut_instances/C3_cut40_sko56.qap,-15893.25
1200.0,1200.0,8.0,src/experiments/permus/instances/transfer_qap_cut_instances/A5_cut40_tai100a.qap,-3160924.49
1200.0,1200.0,8.0,src/experiments/permus/instances/transfer_qap_cut_instances/B6_cut40_tai80b_1.qap,-144343595.3
1200.0,1200.0,8.0,src/experiments/permus/instances/transfer_qap_cut_instances/C7_cut40_sko90_1.qap,-15268.88
1200.0,1200.0,8.0,src/experiments/permus/instances/transfer_qap_cut_instances/C5_cut40_sko72.qap,-16482.76
1200.0,1200.0,8.0,src/experiments/permus/instances/transfer_qap_cut_instances/A4_cut40_tai80a.qap,-3444704.4
1200.0,1200.0,8.0,src/experiments/permus/instances/transfer_qap_cut_instances/A7_cut40_tai100a_1.qap,-3415072.14
1200.0,1200.0,8.0,src/experiments/permus/instances/transfer_qap_cut_instances/C4_cut40_sko64.qap,-15377.35
1200.0,1200.0,8.0,src/experiments/permus/instances/transfer_qap_cut_instances/A6_cut40_tai80a_1.qap,-3412049.86
1200.0,1200.0,8.0,src/experiments/permus/instances/transfer_qap_cut_instances/C1_cut40_sko42.qap,-15002.53
1200.0,1200.0,8.0,src/experiments/permus/instances/transfer_qap_cut_instances/B4_cut40_tai80b.qap,-191498080.945
1200.0,1200.0,8.0,src/experiments/permus/instances/transfer_qap_cut_instances/B5_cut40_tai100b.qap,-208156069.005
1200.0,1200.0,8.0,src/experiments/permus/instances/transfer_qap_cut_instances/B7_cut40_tai100b_1.qap,-105920841.875
1200.0,1200.0,8.0,src/experiments/permus/instances/transfer_qap_cut_instances/C6_cut40_sko81_1.qap,-15624.27
1200.0,1200.0,8.0,src/experiments/permus/instances/transfer_qap_cut_instances/A1_cut40_tai40a.qap,-3365371.89
1200.0,1200.0,8.0,src/experiments/permus/instances/transfer_qap_cut_instances/A3_cut40_tai60a.qap,-3358840.94
1200.0,1200.0,8.0,src/experiments/permus/instances/transfer_qap_cut_instances/B2_cut40_tai50b.qap,-300718043.37
1200.0,1200.0,8.0,src/experiments/permus/instances/transfer_qap_cut_instances/B3_cut40_tai60b.qap,-241581946.3
1200.0,1200.0,8.0,src/experiments/permus/instances/transfer_qap_cut_instances/B1_cut40_tai40b.qap,-736184712.805
1200.0,1200.0,8.0,src/experiments/permus/instances/transfer_qap_cut_instances/C2_cut40_sko49.qap,-15006.41
1200.0,1200.0,8.0,src/experiments/permus/instances/transfer_qap_cut_instances/A2_cut40_tai50a.qap,-3289307.47
1200.0,1200.0,8.0,src/experiments/permus/instances/transfer_qap_cut_instances/C3_cut40_sko56.qap,-15897.33
